gescal17,municipio,tipo_via,nombre_via,numero,cod_postal,uuii
14000200062800000,CORDOBA,CALLE,GUADAMACILERO PEDRO DE SORIA,2,14007,16
14000200062800000,CORDOBA,CALLE,GUADAMACILERO PEDRO DE SORIA,4,14007,16
14000200063400000,CORDOBA,CALLE,LOS HARANAS,1,14001,5
14000200063500000,CORDOBA,CALLE,CRONISTA SALCEDO HIERRO,3,14001,133
14000200063500000,CORDOBA,CALLE,CRONISTA SALCEDO HIERRO,8,14001,10
14000200063500000,CORDOBA,CALLE,CRONISTA SALCEDO HIERRO,10,14001,7
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,2,14007,16
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,4,14007,20
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,10,14007,18
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,15,14004,11
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,17,14004,19
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,19,14004,18
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,21,14004,18
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,23,14004,19
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,25,14004,8
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,27,14004,16
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,29,14004,17
14000200063900000,CORDOBA,CALLE,HERMANO JUAN FERNÁNDEZ,31,14004,13
14000200064000000,CORDOBA,CALLE,HERMANO LUJÁN,1,14007,60
14000200064000000,CORDOBA,CALLE,HERMANO LUJÁN,2,14007,19
14000200064000000,CORDOBA,CALLE,HERMANO LUJÁN,4,14007,13
14000200064000000,CORDOBA,CALLE,HERMANO LUJÁN,6,14007,18
14000200064000000,CORDOBA,CALLE,HERMANO LUJÁN,8,14007,18
14000200064000000,CORDOBA,CALLE,HERMANO LUJÁN,10,14007,10
14000200064000000,CORDOBA,CALLE,HERMANO LUJÁN,12,14007,21
14000200064300000,CORDOBA,CALLE,HERMANOS PINZONES,2,14010,28
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,2,14010,38
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,4,14010,14
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,6,14010,14
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,8,14010,14
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,10,14010,14
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,12,14010,8
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,14,14010,8
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,16,14010,14
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,18,14010,14
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,20,14010,28
14000200064500000,CORDOBA,CALLE,HERNANDO DE MAGALLANES,22,14010,28
14000200065000000,CORDOBA,PLAZA,DE LA JUVENTUD,1,14010,8
14000200065000000,CORDOBA,PLAZA,DE LA JUVENTUD,2,14010,8
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,2,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,3,14014,24
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,4,14014,17
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,5,14014,26
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,7,14014,24
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,8,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,9,14014,8
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,10,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,11,14014,9
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,13,14014,9
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,15,14014,8
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,16,14014,25
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,17,14014,8
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,18,14014,14
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,19,14014,17
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,20,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,21,14014,44
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,22,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,23,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,24,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,25,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,26,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,27,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,29,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,30,14014,10
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,32,14014,16
14000200065200000,CORDOBA,CALLE,HISTORIADOR JAÉN MORENTE,34,14014,18
14000200066300000,CORDOBA,CALLE,HUELVA,15,14013,8
14000200066300000,CORDOBA,CALLE,HUELVA,17,14013,8
14000200066800000,CORDOBA,Pasaje,ARQUITECTO FÉLIX HERNÁNDEZ,1,14007,18
14000200066800000,CORDOBA,Pasaje,ARQUITECTO FÉLIX HERNÁNDEZ,2,14007,18
14000200066800000,CORDOBA,Pasaje,ARQUITECTO FÉLIX HERNÁNDEZ,3,14007,18
14000200070300000,CORDOBA,CALLE,ISLAS BALEARES,1,14014,10
14000200070300000,CORDOBA,CALLE,ISLAS BALEARES,2,14014,13
14000200070300000,CORDOBA,CALLE,ISLAS BALEARES,3,14014,18
14000200070300000,CORDOBA,CALLE,ISLAS BALEARES,4,14014,18
14000200070300000,CORDOBA,CALLE,ISLAS BALEARES,5,14014,17
14000200070300000,CORDOBA,CALLE,ISLAS BALEARES,6,14014,18
14000200070400000,CORDOBA,CALLE,ISLAS CANARIAS,1,14014,42
14000200070400000,CORDOBA,CALLE,ISLAS CANARIAS,2,14014,39
14000200070400000,CORDOBA,CALLE,ISLAS CANARIAS,3,14014,39
14000200070400000,CORDOBA,CALLE,ISLAS CANARIAS,4,14014,31
14000200070500000,CORDOBA,CALLE,JAÉN,1,14013,42
14000200070500000,CORDOBA,CALLE,JAÉN,2,14013,10
14000200070500000,CORDOBA,CALLE,JAÉN,3,14013,32
14000200070500000,CORDOBA,CALLE,JAÉN,4,14013,10
14000200070500000,CORDOBA,CALLE,JAÉN,5,14013,32
14000200070500000,CORDOBA,CALLE,JAÉN,8,14013,24
14000200070500000,CORDOBA,CALLE,JAÉN,10,14013,24
14000200070500000,CORDOBA,CALLE,JAÉN,12,14013,24
14000200070500000,CORDOBA,CALLE,JAÉN,14,14013,24
14000200070500000,CORDOBA,CALLE,JAÉN,16,14013,24
14000200070800000,CORDOBA,CALLE,ESCRITOR SEBASTIÁN CUEVAS,1,14010,30
14000200070800000,CORDOBA,CALLE,ESCRITOR SEBASTIÁN CUEVAS,3,14010,30
14000200071000000,CORDOBA,CALLE,JAZMÍN,1,14014,19
14000200071000000,CORDOBA,CALLE,JAZMÍN,2,14014,16
14000200071000000,CORDOBA,CALLE,JAZMÍN,3,14014,18
14000200071000000,CORDOBA,CALLE,JAZMÍN,4,14014,16
14000200071000000,CORDOBA,CALLE,JAZMÍN,5,14014,19
14000200071000000,CORDOBA,CALLE,JAZMÍN,6,14014,16
14000200071000000,CORDOBA,CALLE,JAZMÍN,7,14014,19
14000200071000000,CORDOBA,CALLE,JAZMÍN,8,14014,16
14000200071000000,CORDOBA,CALLE,JAZMÍN,9,14014,19
14000200071000000,CORDOBA,CALLE,JAZMÍN,10,14014,16
14000200071100000,CORDOBA,CALLE,JEREZ,1,14013,17
14000200071100000,CORDOBA,CALLE,JEREZ,4,14013,16
14000200071100000,CORDOBA,CALLE,JEREZ,8,14013,16
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,1,14007,13
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,2,14007,10
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,3,14007,13
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,4,14007,22
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,5,14007,70
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,7,14007,5
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,10,14007,12
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,12,14007,11
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,14,14007,12
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,16,14007,8
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,17,14007,17
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,18,14007,4
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,20,14007,17
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,22,14007,19
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,24,14007,11
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,26,14007,11
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,28,14007,10
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,30,14007,19
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,32,14007,20
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,34,14007,24
14000200071600000,CORDOBA,AVENIDA,DE JESÚS RESCATADO,36,14007,14
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,6,14007,5
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,8,14007,7
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,19,14007,10
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,23,14007,33
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,24,14007,14
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,25,14007,10
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,26,14007,16
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,27,14007,20
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,28,14007,10
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,29,14007,22
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,30,14007,8
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,32,14007,13
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,34,14007,14
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,36,14007,13
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,38,14007,9
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,40,14007,15
14000200073000000,CORDOBA,CALLE,JUAN DE CERVANTES,42,14007,11
14000200073600000,CORDOBA,Pasaje,CÓRDOBA,1,14010,16
14000200073600000,CORDOBA,Pasaje,CÓRDOBA,2,14010,16
14000200073600000,CORDOBA,Pasaje,CÓRDOBA,3,14010,16
14000200074300000,CORDOBA,CALLE,JULIO ALARCÓN,1,14007,19
14000200074300000,CORDOBA,CALLE,JULIO ALARCÓN,2,14007,27
14000200074300000,CORDOBA,CALLE,JULIO ALARCÓN,6,14007,4
14000200074300000,CORDOBA,CALLE,JULIO ALARCÓN,7,14007,1
14000200074300000,CORDOBA,CALLE,JULIO ALARCÓN,8,14007,10
14000200074300000,CORDOBA,CALLE,JULIO ALARCÓN,9,14007,2
14000200074800000,CORDOBA,CALLE,JULIO VALDELOMAR,1,14002,8
14000200074800000,CORDOBA,CALLE,JULIO VALDELOMAR,2,14002,7
14000200074800000,CORDOBA,CALLE,JULIO VALDELOMAR,4,14002,8
14000200074800000,CORDOBA,CALLE,JULIO VALDELOMAR,8,14002,5
14000200074800000,CORDOBA,CALLE,JULIO VALDELOMAR,16,14002,8
14000200074800000,CORDOBA,CALLE,JULIO VALDELOMAR,22,14002,4
14000200075300000,CORDOBA,CALLE,LA LADERA,2,14007,8
14000200075300000,CORDOBA,CALLE,LA LADERA,4,14007,8
14000200075300000,CORDOBA,CALLE,LA LADERA,6,14007,8
14000200075300000,CORDOBA,CALLE,LA LADERA,8,14007,8
14000200075300000,CORDOBA,CALLE,LA LADERA,10,14007,10
14000200075300000,CORDOBA,CALLE,LA LADERA,12,14007,10
14000200075300000,CORDOBA,CALLE,LA LADERA,14,14007,10
14000200075300000,CORDOBA,CALLE,LA LADERA,16,14007,14
14000200075600000,CORDOBA,PLAZA,LAHORE,1,14007,33
14000200075600000,CORDOBA,PLAZA,LAHORE,2,14007,30
14000200075600000,CORDOBA,PLAZA,LAHORE,3,14007,28
14000200075600000,CORDOBA,PLAZA,LAHORE,5,14007,22
14000200075600000,CORDOBA,PLAZA,LAHORE,6,14007,22
14000200075900000,CORDOBA,PASAJE(PASSATGE,PASAI,PASAXE),DE LOS COMUNEROS,1,14010,16
14000200075900000,CORDOBA,PASAJE(PASSATGE,PASAI,PASAXE),DE LOS COMUNEROS,3,14010,16
14000200076500000,CORDOBA,CALLE,LEPE,1,14013,6
14000200076500000,CORDOBA,CALLE,LEPE,2,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,3,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,4,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,5,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,6,14013,6
14000200076500000,CORDOBA,CALLE,LEPE,7,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,8,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,9,14013,6
14000200076500000,CORDOBA,CALLE,LEPE,10,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,11,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,13,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,15,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,17,14013,6
14000200076500000,CORDOBA,CALLE,LEPE,21,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,23,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,25,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,27,14013,6
14000200076500000,CORDOBA,CALLE,LEPE,29,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,31,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,33,14013,1
14000200076500000,CORDOBA,CALLE,LEPE,35,14013,6
14000200076600000,CORDOBA,CALLE,LEVANTE,1,14007,20
14000200076600000,CORDOBA,CALLE,LEVANTE,2,14007,15
14000200076600000,CORDOBA,CALLE,LEVANTE,3,14007,7
14000200076600000,CORDOBA,CALLE,LEVANTE,4,14007,17
14000200076600000,CORDOBA,CALLE,LEVANTE,5,14007,7
14000200076600000,CORDOBA,CALLE,LEVANTE,6,14007,16
14000200076600000,CORDOBA,CALLE,LEVANTE,7,14007,7
14000200076600000,CORDOBA,CALLE,LEVANTE,8,14007,14
14000200076600000,CORDOBA,CALLE,LEVANTE,9,14007,12
14000200076600000,CORDOBA,CALLE,LEVANTE,11,14007,10
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,1,14007,26
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,3,14007,20
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,5,14007,20
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,7,14007,20
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,9,14007,20
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,11,14007,7
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,13,14007,9
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,17,14007,19
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,19,14007,24
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,21,14007,35
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,33,14007,16
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,35,14007,18
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,37,14007,18
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,39,14007,18
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,41,14007,6
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,43,14007,16
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,47,14007,16
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,49,14007,25
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,51,14007,9
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,53,14007,13
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,55,14007,58
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,57,14007,14
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,59,14007,14
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,61,14007,14
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,63,14007,15
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,65,14007,15
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,67,14007,15
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,69,14007,14
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,71,14007,13
14000200076700000,CORDOBA,AVENIDA,DE LIBIA,73,14007,16
14000200078600000,CORDOBA,CALLE,LUIS BRAILLE,1,14009,19
14000200078600000,CORDOBA,CALLE,LUIS BRAILLE,2,14009,36
14000200078900000,CORDOBA,CALLE,LUIS VALENZUELA,1,14007,40
14000200078900000,CORDOBA,CALLE,LUIS VALENZUELA,2,14007,32
14000200078900000,CORDOBA,CALLE,LUIS VALENZUELA,3,14007,14
14000200078900000,CORDOBA,CALLE,LUIS VALENZUELA,4,14007,2
14000200078900000,CORDOBA,CALLE,LUIS VALENZUELA,6,14007,10
14000200078900000,CORDOBA,CALLE,LUIS VALENZUELA,14,14007,9
14000200081200000,CORDOBA,CALLE,DE LA MANCA,6,14010,5
14000200081200000,CORDOBA,CALLE,DE LA MANCA,9,14010,16
14000200081200000,CORDOBA,CALLE,DE LA MANCA,12,14010,11
14000200081200000,CORDOBA,CALLE,DE LA MANCA,13,14010,17
14000200081200000,CORDOBA,CALLE,DE LA MANCA,45,14010,14
14000200081200000,CORDOBA,CALLE,DE LA MANCA,47,14010,16
14000200081200000,CORDOBA,CALLE,DE LA MANCA,49,14010,16
14000200081200000,CORDOBA,CALLE,DE LA MANCA,51,14010,16
14000200081200000,CORDOBA,CALLE,DE LA MANCA,53,14010,16
14000200081200000,CORDOBA,CALLE,DE LA MANCA,55,14010,15
14000200082100000,CORDOBA,GRUPO,BLOQUES MANUEL SAGRADO,3,14013,10
14000200082100000,CORDOBA,GRUPO,BLOQUES MANUEL SAGRADO,7,14013,10
14000200082100000,CORDOBA,GRUPO,BLOQUES MANUEL SAGRADO,8,14013,10
14000200082100000,CORDOBA,GRUPO,BLOQUES MANUEL SAGRADO,9,14013,10
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,1,14010,16
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,2,14010,16
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,3,14010,16
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,4,14010,16
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,6,14010,15
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,7,14010,15
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,8,14010,15
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,9,14010,15
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,10,14010,15
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,11,14010,16
14000200082500000,CORDOBA,CALLE,MARCOS REDONDO,12,14010,16
14000200082800000,CORDOBA,PLAZA,DE LA FLOR DEL OLIVO,2,14001,12
14000200082900000,CORDOBA,CALLE,MARÍA AUXILIADORA,2,14002,9
14000200082900000,CORDOBA,CALLE,MARÍA AUXILIADORA,4,14002,10
14000200082900000,CORDOBA,CALLE,MARÍA AUXILIADORA,28,14002,9
14000200082900000,CORDOBA,CALLE,MARÍA AUXILIADORA,30,14002,6
14000200082900000,CORDOBA,CALLE,MARÍA AUXILIADORA,32,14002,20
14000200085800000,CORDOBA,CALLE,MARQUESA DE VALDEIGLESIAS,1,14004,9
14000200085800000,CORDOBA,CALLE,MARQUESA DE VALDEIGLESIAS,2,14004,8
14000200085800000,CORDOBA,CALLE,MARQUESA DE VALDEIGLESIAS,3,14004,10
14000200085800000,CORDOBA,CALLE,MARQUESA DE VALDEIGLESIAS,5,14004,8
14000200087700000,CORDOBA,PLAZA,DEL MEDIODÍA,3,14013,11
14000200087700000,CORDOBA,PLAZA,DEL MEDIODÍA,6,14013,11
14000200087800000,CORDOBA,CALLE,MELILLA,2,14010,28
14000200087800000,CORDOBA,CALLE,MELILLA,3,14010,8
14000200087800000,CORDOBA,CALLE,MELILLA,5,14010,8
14000200087800000,CORDOBA,CALLE,MELILLA,7,14010,8
14000200087800000,CORDOBA,CALLE,MELILLA,9,14010,8
14000200089400000,CORDOBA,CALLE,MIGUEL ÁNGEL ORTI BELMONTE,5,14010,28
14000200089400000,CORDOBA,CALLE,MIGUEL ÁNGEL ORTI BELMONTE,7,14010,16
14000200089400000,CORDOBA,CALLE,MIGUEL ÁNGEL ORTI BELMONTE,9,14010,16
14000200089400000,CORDOBA,CALLE,MIGUEL ÁNGEL ORTI BELMONTE,11,14010,28
14000200089600000,CORDOBA,AVENIDA,MINISTERIO DE LA VIVIENDA,3,14010,28
14000200089600000,CORDOBA,AVENIDA,MINISTERIO DE LA VIVIENDA,5,14010,28
14000200089600000,CORDOBA,AVENIDA,MINISTERIO DE LA VIVIENDA,7,14010,16
14000200089600000,CORDOBA,AVENIDA,MINISTERIO DE LA VIVIENDA,11,14010,16
14000200089600000,CORDOBA,AVENIDA,MINISTERIO DE LA VIVIENDA,13,14010,28
14000200089600000,CORDOBA,AVENIDA,MINISTERIO DE LA VIVIENDA,15,14010,16
14000200090400000,CORDOBA,AVENIDA,DE LOS MOLINOS,1,14001,28
14000200090400000,CORDOBA,AVENIDA,DE LOS MOLINOS,3,14001,55
14000200090400000,CORDOBA,AVENIDA,DE LOS MOLINOS,5,14001,16
14000200091100000,CORDOBA,PASAJE(PASSATGE,PASAI,PASAXE),DEL MOREDAL,1,14010,15
14000200091100000,CORDOBA,PASAJE(PASSATGE,PASAI,PASAXE),DEL MOREDAL,2,14010,15
14000200091400000,CORDOBA,CALLE,MORERIA,9,14008,6
14000200091400000,CORDOBA,CALLE,MORERIA,11,14008,14
14000200091500000,CORDOBA,CALLE,MORILES,2,14013,11
14000200091500000,CORDOBA,CALLE,MORILES,4,14013,11
14000200091500000,CORDOBA,CALLE,MORILES,6,14013,10
14000200091500000,CORDOBA,CALLE,MORILES,8,14013,11
14000200092600000,CORDOBA,CALLE,MURCIA,1,14010,21
14000200092600000,CORDOBA,CALLE,MURCIA,3,14010,19
14000200092600000,CORDOBA,CALLE,MURCIA,4,14010,23
14000200092600000,CORDOBA,CALLE,MURCIA,6,14010,26
14000200092600000,CORDOBA,CALLE,MURCIA,8,14010,7
14000200092600000,CORDOBA,CALLE,MURCIA,9,14010,43
14000200092600000,CORDOBA,CALLE,MURCIA,10,14010,33
14000200093100000,CORDOBA,PASSATGE(PASAJE,PASAI,PASAXE),MUSICO JIMENEZ ROMAN,2,14014,24
14000200093100000,CORDOBA,PASSATGE(PASAJE,PASAI,PASAXE),MUSICO JIMENEZ ROMAN,4,14014,24
14000200093900000,CORDOBA,CALLE,NIEBLA,1,14013,6
14000200093900000,CORDOBA,CALLE,NIEBLA,2,14013,1
14000200093900000,CORDOBA,CALLE,NIEBLA,3,14013,1
14000200093900000,CORDOBA,CALLE,NIEBLA,4,14013,1
14000200093900000,CORDOBA,CALLE,NIEBLA,5,14013,1
14000200093900000,CORDOBA,CALLE,NIEBLA,6,14013,6
14000200093900000,CORDOBA,CALLE,NIEBLA,7,14013,6
14000200093900000,CORDOBA,CALLE,NIEBLA,8,14013,1
14000200093900000,CORDOBA,CALLE,NIEBLA,10,14013,1
14000200094100000,CORDOBA,CALLE,NIÑO PERDIDO,1,14008,8
14000200094400000,CORDOBA,CALLE,NUESTRA SEÑORA DE ARACELI,2,14010,28
14000200094600000,CORDOBA,CALLE,NUESTRA SEÑORA DE BELÉN,1,14010,16
14000200094600000,CORDOBA,CALLE,NUESTRA SEÑORA DE BELÉN,2,14010,16
14000200094600000,CORDOBA,CALLE,NUESTRA SEÑORA DE BELÉN,3,14010,16
14000200094600000,CORDOBA,CALLE,NUESTRA SEÑORA DE BELÉN,4,14010,16
14000200094600000,CORDOBA,CALLE,NUESTRA SEÑORA DE BELÉN,5,14010,16
14000200094600000,CORDOBA,CALLE,NUESTRA SEÑORA DE BELÉN,7,14010,24
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,1,14010,28
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,3,14010,28
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,4,14010,26
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,5,14010,28
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,6,14010,24
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,7,14010,26
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,8,14010,65
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,9,14010,28
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,11,14010,26
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,25,14010,12
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,27,14010,13
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,29,14010,12
14000200094800000,CORDOBA,AVENIDA,NUESTRA SEÑORA DE LA FUENSANTA,31,14010,12
14000200094900000,CORDOBA,CALLE,NUESTRA SEÑORA DE LA MERCED,1,14014,62
14000200094900000,CORDOBA,CALLE,NUESTRA SEÑORA DE LA MERCED,2,14014,38
14000200094900000,CORDOBA,CALLE,NUESTRA SEÑORA DE LA MERCED,4,14014,16
14000200094900000,CORDOBA,CALLE,NUESTRA SEÑORA DE LA MERCED,5,14014,16
14000200094900000,CORDOBA,CALLE,NUESTRA SEÑORA DE LA MERCED,6,14014,16
14000200094900000,CORDOBA,CALLE,NUESTRA SEÑORA DE LA MERCED,7,14014,17
14000200094900000,CORDOBA,CALLE,NUESTRA SEÑORA DE LA MERCED,8,14014,16
14000200094900000,CORDOBA,CALLE,NUESTRA SEÑORA DE LA MERCED,9,14014,15
