11000160000200001,JEREZ DE LA FRONTERA,CALLE,TURQUÍA,   1,11406,12
11000160000200003,JEREZ DE LA FRONTERA,CALLE,TURQUÍA,   3,11406,12
11000160000400002,JEREZ DE LA FRONTERA,CALLE,PALESTINA,   2,11406,1
11000160000400004,JEREZ DE LA FRONTERA,CALLE,PALESTINA,   4,11406,1
11000160000400006,JEREZ DE LA FRONTERA,CALLE,PALESTINA,   6,11406,1
11000160000400008,JEREZ DE LA FRONTERA,CALLE,PALESTINA,   8,11406,1
11000160000400010,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  10,11406,1
11000160000400012,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  12,11406,1
11000160000400014,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  14,11406,1
11000160000400016,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  16,11406,1
11000160000400018,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  18,11406,1
11000160000400020,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  20,11406,1
11000160000400022,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  22,11406,1
11000160000400024,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  24,11406,1
11000160000400026,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  26,11406,1
11000160000400028,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  28,11406,1
11000160000400030,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  30,11406,1
11000160000400032,JEREZ DE LA FRONTERA,CALLE,PALESTINA,  32,11406,1
11000160000500001,JEREZ DE LA FRONTERA,CALLE,JORDANIA,   1,11406,1
11000160000500002,JEREZ DE LA FRONTERA,CALLE,JORDANIA,   2,11406,1
11000160000500003,JEREZ DE LA FRONTERA,CALLE,JORDANIA,   3,11406,1
11000160000500004,JEREZ DE LA FRONTERA,CALLE,JORDANIA,   4,11406,1
11000160000500005,JEREZ DE LA FRONTERA,CALLE,JORDANIA,   5,11406,1
11000160000500006,JEREZ DE LA FRONTERA,CALLE,JORDANIA,   6,11406,1
11000160000500007,JEREZ DE LA FRONTERA,CALLE,JORDANIA,   7,11406,1
11000160000500008,JEREZ DE LA FRONTERA,CALLE,JORDANIA,   8,11406,1
11000160000500009,JEREZ DE LA FRONTERA,CALLE,JORDANIA,   9,11406,1
11000160000500010,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  10,11406,1
11000160000500011,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  11,11406,1
11000160000500012,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  12,11406,1
11000160000500013,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  13,11406,1
11000160000500014,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  14,11406,1
11000160000500015,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  15,11406,1
11000160000500016,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  16,11406,1
11000160000500017,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  17,11406,1
11000160000500018,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  18,11406,1
11000160000500019,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  19,11406,1
11000160000500020,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  20,11406,1
11000160000500021,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  21,11406,1
11000160000500022,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  22,11406,1
11000160000500023,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  23,11406,1
11000160000500024,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  24,11406,1
11000160000500025,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  25,11406,1
11000160000500026,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  26,11406,1
11000160000500027,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  27,11406,1
11000160000500028,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  28,11406,1
11000160000500029,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  29,11406,1
11000160000500030,JEREZ DE LA FRONTERA,CALLE,JORDANIA,  30,11406,1
11000160000600001,JEREZ DE LA FRONTERA,CALLE,ISRAEL,   1,11406,1
11000160000600002,JEREZ DE LA FRONTERA,CALLE,ISRAEL,   2,11406,1
11000160000600003,JEREZ DE LA FRONTERA,CALLE,ISRAEL,   3,11406,1
11000160000600004,JEREZ DE LA FRONTERA,CALLE,ISRAEL,   4,11406,1
11000160000600005,JEREZ DE LA FRONTERA,CALLE,ISRAEL,   5,11406,1
11000160000600006,JEREZ DE LA FRONTERA,CALLE,ISRAEL,   6,11406,1
11000160000600007,JEREZ DE LA FRONTERA,CALLE,ISRAEL,   7,11406,1
11000160000600008,JEREZ DE LA FRONTERA,CALLE,ISRAEL,   8,11406,1
11000160000600009,JEREZ DE LA FRONTERA,CALLE,ISRAEL,   9,11406,1
11000160000600010,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  10,11406,1
11000160000600011,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  11,11406,1
11000160000600012,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  12,11406,1
11000160000600013,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  13,11406,1
11000160000600014,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  14,11406,1
11000160000600015,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  15,11406,1
11000160000600016,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  16,11406,1
11000160000600017,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  17,11406,1
11000160000600018,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  18,11406,1
11000160000600019,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  19,11406,1
11000160000600020,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  20,11406,1
11000160000600021,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  21,11406,1
11000160000600022,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  22,11406,1
11000160000600023,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  23,11406,1
11000160000600024,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  24,11406,1
11000160000600025,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  25,11406,1
11000160000600026,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  26,11406,1
11000160000600027,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  27,11406,1
11000160000600028,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  28,11406,1
11000160000600030,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  30,11406,1
11000160000600032,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  32,11406,1
11000160000600034,JEREZ DE LA FRONTERA,CALLE,ISRAEL,  34,11406,1
